text,source
"مجااااانا💥💥💥
كورس قراءة الروشتة الطبية 🫰🏻
اونلاين عبر الواتساب 🤍

*محاور كورس قراءة الروشتة الطبية🔍:*

●تعريف علم الصيدلة وأهميته
●مكونات الروشتة الطبية
●الاختصارات والمصطلحات الطبية الشائعة في الروشتة
●قراءة وتحليل نماذج مختلفة من الروشتات الطبية
●التعامل مع الحالات الخاصة والاستفسارات

▫️كورس مجاني
▫️لمدة ٣ أيام 
▫️اونلاين عبر الواتساب
▫️توجد شهادة معتمدة للراغبين برسوم رمزية

▫️رابط القروب على الواتساب 👇🏼
https://chat.whatsapp.com/Hdi4cJNB2NeBCtQ46MicfL",drugawareness
"السلام عليكم ورحمة الله وبركاته 🤍
اسعد الله صباحكم بكل خير ✨

جايب ليكم دورة او ورشة ظريفة كدا عن قراءة الروشتة الطبية الموضوع الكان اتكلمنا عنو قبل كدا 
والكويس انو مجان🔥🔥
فيه شهادة بي رسوم رمزية للعاوز مقدمة من منصة Learn together التعليمية 🤍",drugawareness
"للناس الدخلت جديد 
الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 
٢٩. ميبيندازول
٣٠. اتروبين
٣١. دوبيوتامين
٣٢. دوبامين
٣٣. ادرينالين
٣٤. ليدوكايين
٣٥. نيتروجلسرين
٣٦. دايجوكسين
٣٧. انديرال



الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة


مواضيع أخرى تم شرحها :-
١. كيف تكسر انبولة الدواء بي امان ؟
٢. كيف تقرا الروشتة ؟
٣. افضل درب لغيار الجروح ؟
٤. آلام الدورة الشهرية 
٥. لبن الغنم 
٦. هل مريض السكر بيعرف قبل ما يغمى عليه؟
٧. التصرف الصحيح مع لدغة العقرب او عضة الثعبان؟ 
٨. التسمين باستخدام حبوب النجمة 


عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
النشر حيكون مستمر بالجهتين الواتس والتلغرام ان شاء الله ♥️,drugawareness
"جزو من المنشورات القاعد ارسلها هنا برفعها في الفيس 
قبيل لقيت اشعار انو قيدو الحساب  بتاعي 💔 
المهم تحسبا لي أي طارئ لو لا قدر الله وحصل نفس الشي مع القروب دا برسل ليكم رابط التلغرام حنواصل فيه ان شاء الله 

https://t.me/drugawareness",drugawareness
"احنا مكتبنا في المستشفى التخصصي دنقلا ممكن تشرفونا وتشوفو مكتبنا في الطابق الارضي بين العيادات المحولة وعيادة الأنف والأذن والحنجرة 🤍

العندو ادوية ما مستفيد منها ممكن يجيبها لينا وبنوصلها للناس المحتاجة 🤍",drugawareness
بالنسبة لي اغلبية الادوية دي متوفرة عندنا في المكتب بتاعنا ولله الحمد🤍,drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 
٢٩. ميبيندازول
٣٠. اتروبين
٣١. دوبيوتامين
٣٢. دوبامين
٣٣. ادرينالين
٣٤. ليدوكايين
٣٥. نيتروجلسرين
٣٦. دايجوكسين
٣٧. انديرال



الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة


مواضيع أخرى تم شرحها :-
١. كيف تكسر انبولة الدواء بي امان ؟
٢. كيف تقرا الروشتة ؟
٣. افضل درب لغيار الجروح ؟
٤. آلام الدورة الشهرية 
٥. لبن الغنم 
٦. هل مريض السكر بيعرف قبل ما يغمى عليه؟
٧. التصرف الصحيح مع لدغة العقرب او عضة الثعبان؟ 
٨. التسمين باستخدام حبوب النجمة 


عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
"Emergency Drugs
 💮ﺃﺩﻭﻳﺔ_ﺍﻟﻄﻮﺍﺭﺉ

💮 ﻫﺬﻩ ﺍﻷﺩﻭﻳﺔ ﺍﻟﻤﺘﻌﻠﻘﺔ ﺑﺎﻟﺤﺎﻻﺕ ﺍﻟﻄﺎﺭﺋﺔ ﻭﺍﻟﻤﻮﺟﻮﺩﺓ ﺿﻤﻦ ﺃﺩﻭﻳﺔ ﺍﻟﻄﻮﺍﺭﺉ وﻓﻲ ﺳﻴﺎﺭﺓ ﺍﻹﺳﻌﺎﻑ ومنها :- 

💮ﺃﺗﺮﻭﺑﻴﻦ Atropine
💮ﺩﻭﺑيوتاﻣﻴﻦ Dobutamine
💮ﺩﻭﺑﺎﻣﻴﻦ Dopamine
💮ﺃﺩﺭﻳﻨﺎﻟﻴﻦ Adrenaline
💮ﻟﻴﺪﻭﻛﺎﺋﻴﻴﻦ Lidocaine
💮ﻧﻴﺘﺮﻭﺟﻴﻠﺴﺮﻳﻦ Nitroglycerin
💮ﺩﻳﺠﻮﻛﺴﻴﻦ Digoxion
💮ﺇﻧﺪﻳﺮﺍﻝ Iideral
💮ﺇﺳﺘﻴﺮﺑﺘﻮﻛﻴﻨﺲ Streptokinase
💮ﺃﻣﻴﻨﻮﻓﻴﻠﻴﻦ Aminophyline
💮ﺃﺳﻴﻔﺎﻝ – ﻓﺎﻟﻴﻮﻡ Diazepam
💮ﻻﺯﻛﺲ Lazix
💮ﺃﺩﻻﺕ Adalat
💮بسكوبان Buscopan , Hyoscine
💮ﺑﺮﺍﻣﻴﻦ pramine , Metocolpramide
💮ﺩﻳﻜادرون  Decort , Dexamethasone
💮ﻫﻴﺪﺭﻭﻛﻮﺭﺗﻴﺰﻭﻥ Hydrocortisone
💮ﺩﻳﻜﻠﻮﻓﻴﻦ Diclofen
💮زنتاك Randin
💮ﺑﻴﻜﺮﺑﻮﻧﺎﺕ ﺍﻟﺼﻮﺩﻳﻮﻡ Sodium Bicarbonate

Atropin_ ﺃﺗﺮﻭﺑﻴﻦ :-
⭕ﻣﻔﻌﻮﻟﻪ:- 
💮‏( 1 ‏) ﻳﻤﻨﻊ ﻫﺒﻮﻁ ﺿﺮﺑﺎﺕ ﺍﻟﻘﻠﺐ Brady cardia ﻭﻳﺤﻔﺰ ﺍﻷﻋﺼﺎﺏ
💮‏( 2 ‏) ﻳﻘﻠﻞ ﺍﻹﻓﺮﺍﺯﺍﺕ ﻭﺍﻟﻠﻌﺎﺏ ﻣﻦ ﺍﻟﻘﺼﺒﺔ ﺍﻟﻬﻮﺍﺋﻴﺔ
💮‏( 3 ‏) ﻳﺤﻔﺮ ﺍﻟﺠﻬﺎﺯ ﺍﻟﻌﺼﺒﻲ ﺍﻟﻤﺮﻛﺰﻱ
⭕ﺍﺳﺘﻌﻤﺎﻻﺗﻪ:-
💮(1) ﺗﻮﻗﻒ ﺍﻟﻨﺒﺾ
💮‏( 2 ) Brady Cardia ﻧﻘﺺ ﻓﻲ ﻋﺪﺩ ﺿﺮﺑﺎﺕ ﺍﻟﻘﻠﺐ
💮‏( 3 ‏) ﺍﻧﺴﺪﺍﺩ ﺍﻟﻘﻠﺐ Heart Block
💮(4) ﺗﺴﻤﻢ ﺍﻟﻔﺴﻔﻮﺭ
⭕ﺍﻵﺛﺎﺭ_ﺍﻟﺠﺎﻧﺒﻴﺔ.
💮(1) ﻳﺴﺒﺐ ﻏﺸﺎﻭﺓ ﺍﻟﻨﻈﺮ
💮‏( 2 ‏) ﺯﻳﺎﺩﺓ ﺍﻟﻨﺒﺾ Tacky cardia
💮(3)Dysrhythmia ﻋﺪﻡ ﺍﻧﺘﻈﺎﻡ ﺿﺮﺑﺎﺕ ﺍﻟﻘﻠﺐ
💮‏( 4 ‏) ﺍﺭﺗﻔﺎﻉ ﺍﻟﻀﻐﻂ
💮‏( 5 ‏) ﺟﻔﺎﻑ ﺍﻟﺤﻠﻖ
💮‏( 6 ‏) ﻏﻴﺒﻮﺑﺔ
💮ﺍﻻﺣﺘﻴﺎﻃﺎﺕ ﻭﺍﻷﺧﺬ ﺑﺎﻻﻋﺘﺒﺎﺭ ﻋﻨﺪ ﺇﻋﻄﺎﺀ ﺍﻟﺪﻭﺍﺀ ﻓﻲ ﺣﺎﻻﺕ:- 
💮(1) ﺣﺎﻟﺔ ﺍﻟﻤﻴﺎﻩ ﺍﻟﺰﺭﻗﺎﺀ ﻋﻠﻰ ﺍﻟﻌﻴﻦ Glaucoma
💮(2) ﺣﺼﺮ ﺍﻟﺒﻮﻝ
💮ﻃﺮﻳﻘﺔ_ﺇﻋﻄﺎﺀﻩ.
💮ﻳﻌﻄﻲ ﺍﻷﺗﺮﻭﺑﻴﻦ ﻋﻦ ﻃﺮﻳﻖ ﺍﻟﻮﺭﻳﺪ ( I.V )
 
Dobutamine_ﺩﻭﺑﺘﺎﻣين💮
⭕ﻣﻔﻌﻮﻟﻪ:-
💮‏( 1 ‏) ﻳﺰﻳﺪ ﻣﻦ ﻛﻔﺎﺀﺓ ﺍﻟﻘﻠﺐ ﻭﺿﺦ ﺍﻟﺪﻡ
⭕ﺍﺳﺘﻌﻤﺎﻻﺗﻪ.
💮‏( 1 ‏) ﻓﺸﻞ ﺍﻟﻘﻠﺐ ﺍﻹﺣﺘﻘﺎﻧﻰ C.H.F
💮(2) ﺗﺠﻤﻊ ﺍﻟﺴﻮﺍﺋﻞ ﻓﻲ ﺍﻟﺼﺪﺭ Pulmonary Edema
⭕ﺍﻵﺛﺎﺭ_ﺍﻟﺠﺎﻧﺒﻴﺔ.
💮(1) ﺯﻳﺎﺩﺓ ﺿﻐﻂ ﺍﻟﺪﻡ ﺍﻹﻧﻘﺒﺎﺿﻰ
💮‏( 2 ‏) ﺯﻳﺎﺩﺓ ﺍﻟﻨﺒﺾ Tacky Cardia
⭕ﺍﻻﺣﺘﻴﺎﻃﺎﺕ_ﺍﻟﻼﺯﻣﺔ.
💮(1) ﻳﺠﺐ ﻣﺮﺍﻗﺒﺔ ﺿﻐﻂ ﺍﻟﺪﻡ
💮‏( 2 ‏) ﻋﻤﻞ E.C.G
⭕ﻃﺮﻳﻘﺔ_ﺇﻋﻄﺎﺋﻪ:- 
💮( I.V )
 

Dopamine_ﺩﻭﺑﺎﻣﻴﻦ
⭕ﻣﻔﻌﻮﻟﻪ. 
💮‏( 1 ‏) ﺯﻳﺎﺩﺓ ﻛﻔﺎﺀﺓ ﺍﻟﻜﻠﻰ
💮‏( 2 ‏) ﺯﻳﺎﺩﺓ ﺿﺦ ﺍﻟﻘﻠﺐ
⭕ﺍﺳﺘﻌﻤﺎﻻﺗﻪ :- 
💮‏( 1 ‏) ﺍﻟﺼﺪﻣﺔ
💮‏( 2 ‏) ﺍﻟﻔﺸﻞ ﺍﻟﻜﻠﻮﻱ
💮‏( 3 ‏) ﻓﺸﻞ ﺍﻟﻘﻠﺐ ﺍﻹﺣﺘﻘﺎﻧﻰ
⭕ﺍﻷﺛﺎﺭ ﺍﻟﺠﺎﻧﺒﻴة :- 
💮(1) ﺍﺭﺗﻔﺎﻉ ﺍﻟﻀﻐﻂ
💮‏( 2 ‏) ﺯﻳﺎﺩﺓ ﺍﻟﻨﺒﺾ
💮‏( 3 ‏) ﻏﺜﻴﺎﻥ
⭕ﺍﻻﺣﺘﻴﺎﻃﺎﺕ_ﺍﻟﻼﺯﻣﺔ :- 
💮(1) ﻓﺤﺺ ﻣﺴﺘﻮﻯ ﺍﻟﻨﺒﺾ
💮‏( 2 ‏) ﻓﺤﺺ ﺿﻐﻂ ﺍﻟﺪﻡ
💮‏( 3 ‏) ﺍﻹﺧﺮﺍﺝ ‏( ﺍﻟﺒﻮﻝ )
⭕ﻃﺮﻳﻘﺔ_ﺇﻋﻄﺎﺋﻪ :- 
💮( I.V )
 


Adrenaline_ﺃﺩﺭﻳﻨﺎﻟﻴﻦ
⭕ﻣﻔﻌﻮﻟﻪ :- 
💮‏( 1 ‏) ﻳﺰﻳﺪ ﻣﻦ ﻛﻔﺎﺀﺓ ﻋﻀﻠﺔ ﺍﻟﻘﻠﺐ.
⭕ﺍﺳﺘﻌﻤﺎﻻﺗﻪ :- 
💮(1) ﺗﻮﻗﻒ ﺍﻟﻘﻠﺐ
💮‏( 2 ‏) ﺻﺪﻣﺔ ﺍﻟﺤﺴﺎﺳﻴﺔ
⭕ﺍﻷﺛﺎﺭ_ﺍﻟﺠﺎﻧﺒﻴﺔ :- 
💮(1) ﻋﺪﻡ ﺍﻧﺘﻈﺎﻡ ﺿﺮﺑﺎﺕ ﺍﻟﻘﻠﺐ Arrhythmia
💮(2) ﺯﻳﺎﺩﺓ ﺿﻐﻂ ﺍﻟﺪﻡ
💮‏( 3 ‏) ﺍﻟﺮﺟﻔﺎﻥ
💮‏( 4 ‏) ﺯﻳﺎﺩﺓ ﺍﻟﻨﺒﺾ
⭕ﺍﻻﺣﺘﻴﺎﻃﺎﺕ ﺍﻟﻼﺯﻡ ﺃﺧﺬﻫﺎ ﻓﻲ ﺍﻻﻋﺘﺒﺎﺭ :- 
💮(1) ﻣﺮﺍﻗﺒﺔ ﺍﻝ Arrhythmia ﻋﺪﻡ ﺍﻧﺘﻈﺎﻡ ﺿﺮﺑﺎﺕ ﺍﻟﻘﻠﺐ
💮‏( 2 ‏) ﻣﺮﺍﻗﺒﺔ ﺍﺭﺗﻔﺎﻉ ﺍﻟﻀﻐﻂ
💮‏( 3 ‏) ﻣﺮﺍﻗﺒﺔ ﻧﻘﺺ ﺇﺧﺮﺍﺝ ﺍﻟﺒﻮﻝ
⭕ﻃﺮﻳﻘﺔ_ﺇﻋﻄﺎﺋﻪ.
💮( I.V )
 

Lidocaine_ﻟﻴﺪﻭﻛﺎﺋﻴﻴﻦ
⭕ﻣﻔﻌﻮﻟﻪ :- 
💮‏( 1 ) Anti Arrhythmia
💮(2) Local Anthstesia
⭕ﺍﺳﺘﻌﻤﺎﻻﺗﻪ :- 
💮‏( 1 ‏) ﻟﻌﺪﻡ ﺍﻧﺘﻈﺎﻡ ﺿﺮﺑﺎﺕ ﺍﻟﻘﻠﺐ ventricular Arrhythmia
⭕ﺍﻵﺛﺎﺭ_ﺍﻟﺠﺎﻧﺒﻴﺔ :-
💮(1) ﺩﻭﺧﻪ
💮‏( 2 ‏) ﺿﻌﻒ ﻋﺎﻡ
💮‏( 3 ‏) ﻧﻘﺺ ﺍﻟﺴﻤﻊ
💮‏( 4 ‏) ﻋﺪﻡ ﺍﻟﻮﻋﻲ
💮‏( 5 ‏) ﺇﺣﺒﺎﻁ ﻓﻲ ﺍﻟﺘﻨﻔﺲ
⭕ﺍﻻﺣﺘﻴﺎﻃﺎﺕ ﺍﻟﻼﺯﻣﺔ ﺃﺧﺬﻫﺎ ﻓﻲ ﺍﻻﻋﺘﺒﺎﺭ :- 
💮(1) ﻣﺮﺍﻗﺒﺔ ﺿﻐﻂ ﺍﻟﺪﻡ
💮‏( 2 ‏) ﻣﺮﺍﻗﺒﺔ ﻭﻋﻤﻞ ﺭﺳﻢ ﺍﻟﻘﻠﺐ E.C.G
💮(3) ﺃﻭﻗﻒ ﺍﻟﺪﻭﺍﺀ ﺇﺫﺍ ﺣﺼﻞ ﺩﻭﺧﻪ ﺃﻭ ﺿﻌﻒ ﺃﻭ ﺗﺸﻨﺞ Convulsion
⭕ﻃﺮﻳﻘﺔ_ﺇﻋﻄﺎﺋﻪ :- 
💮( I.V )


Nitroglycerin_ﻧﻴﺘﺮﻭﺟﻠﺴﺮﻳﻦ
⭕ﻣﻔﻌﻮﻟﻪ :- 
💮‏( 1 ‏) ﻳﻘﻮﻡ ﺑﺘﻮﺳﻴﻊ ﺍﻟﺸﺮﺍﻳﻴﻦ ﻭﺍﻷﻭﻋﻴﺔ ﺍﻟﺪﻣﻮﻳﺔ ﻭﺧﺎﺻﺔ ﺍﻟﺸﺮﻳﺎﻥ ﺍﻟﺘﺎﺟﻲ
💮‏( 2 ‏) ﻳﺨﻔﻒ ﻣﻦ ﺃﻝ Ischemia ﻋﺪﻡ ﺍﻟﺘﺮﻭﻳﺔ
⭕ﺍﺳﺘﻌﻤﺎﻻﺗﻪ :- 
💮(1) ﺍﻟﺬﺑﺤﺔ ﺍﻟﺼﺪﺭﻳﺔ
💮‏( 2 ‏) ﻓﻲ ﺣﺎﻻﺕ ﻓﺸﻞ ﺍﻟﻘﻠﺐ ﺍﻹﺣﺘﻘﺎﻧﻰ ﻭﺍﻟﻨﻮﺑﺔ ﺍﻟﻘﻠﺒﻴﺔ
💮ﺍﻷﺛﺎﺭ_ﺍﻟﺠﺎﻧﺒﻴﺔ.
💮(1) ﻏﺸﺎﻭﺓ ﻋﻠﻰ ﺍﻟﻌﻴﻦ
💮‏( 2 ‏) ﺻﺪﺍﻉ
💮‏( 3 ‏) ﺩﻭﺧﻪ
💮‏( 4 ‏) ﺿﻌﻒ ﺍﻟﻌﻀﻼﺕ
💮‏( 5 ‏) ﺍﺯﺭﻗﺎﻕ
💮‏( 6 ‏) ﺗﻐﻴﺮ ﻓﻲ ﺍﻟﺤﺎﻟﺔ ﺍﻟﻌﻘﻠﻴﺔ
⭕ﺍﻻﺣﺘﻴﺎﻃﺎﺕ ﺍﻟﻼﺯﻣﺔ :-
💮(1) ﻣﺮﺍﻗﺒﺔ ﺿﻐﻂ ﺍﻟﺪﻡ
💮‏( 2 ‏) ﻣﺮﺍﻗﺒﺔ ﺍﻟﻨﺒﺾ
⭕ﻃﺮﻳﻘﺔ_ﺇﻋﻄﺎﺀﻩ.
S.L
 

Digoxion_ﺩﻳﺠﻮﻛﺴﻴﻦ
⭕ﻣﻔﻌﻮﻟﻪ :- 
💮‏( 1 ‏) ﺯﻳﺎﺩﺓ ﻗﻮﺓ ﻋﻀﻠﺔ ﺍﻟﻘﻠﺐ
💮‏( 2 ‏) ﺯﻳﺎﺩﺓ ﺍﻻﻧﻘﺒﺎﺽ
⭕ﺍﺳﺘﻌﻤﺎﻻﺗﻪ :- 
💮(1) ﻓﺸﻞ ﺍﻟﻘﻠﺐ ﺍﻹﺣﺘﻘﺎﻧﻰ C.H.F
💮(2) ﺧﻠﻞ ﻓﻲ ﺍﻧﻘﺒﺎﺽ ﺍﻷﺫﻳﻦ
⭕ﺍﻷﺛﺎﺭ_ﺍﻟﺠﺎﻧﺒﻴﺔ :- 
💮(1) ﺻﺪﺍﻉ
💮‏( 2 ‏) ﺯﻏﻠﻠﻪ ﻓﻲ ﺍﻟﻌﻴﻦ
💮‏( 3 ‏) ﺍﻧﺴﺪﺍﺩ ﺍﻟﻘﻠﺐ Heart Block
💮(4) ﻗﻴﺊ ﻭﻏﺜﻴﺎﻥ
⭕ﺍﻻﺣﺘﻴﺎﻃﺎﺕ_ﺍﻟﻼﺯﻣﺔ :- 
💮(1) ﻋﻤﻞ ﺭﺳﻢ ﺍﻟﻘﻠﺐ E.C.G
💮(2) ﻣﺮﺍﻗﺒﺔ ﺍﻟﻌﻼﻣﺎﺕ ﺍﻟﺤﻴﻮﻳﺔ
💮‏( 3 ‏) ﻣﺮﺍﻗﺒﺔ ﻭﻇﺎﺋﻒ ﺍﻟﻜﻠﻰ
⭕ﻃﺮﻳﻘﺔ_ﺇﻋﻄﺎﺋﻪ.
💮( I.V )


Anderal_ﺃﻧﺪﻳﺮﺍﻝ
⭕ﻣﻔﻌﻮﻟﻪ :- 
💮‏( 1 ‏) ﻳﻘﻠﻞ ﻣﻦ ﺍﺳﺘﻬﻼﻙ ﺃﻝ (O2 ﺍﻷﻛﺴﻴﺠﻴﻦ ‏) ﻓﻲ ﻋﻀﻠﺔ ﺍﻟﻘﻠﺐ
💮‏( 2 ‏) ﻳﻘﻠﻞ ﻣﻦ ﺍﺭﺗﻔﺎﻉ ﺍﻟﻨﺒﺾ ﻭﺍﺭﺗﻔﺎﻉ ﺿﻐﻂ ﺍﻟﺪﻡ ﻭﺍﻧﻘﺒﺎﺽ ﻋﻀﻠﺔ ﺍﻟﻘﻠﺐ
⭕ﺍﺳﺘﻌﻤﺎﻻﺗﻪ :-
💮(1) ﺍﻟﺬﺑﺤﺔ ﺍﻟﺼﺪﺭﻳﺔ Angina ) )
💮(2) ﺍﻟﻨﻮﺑﺔ ‏( ﺍﻟﺠﻠﻄﺔ ‏) ﺍﻟﻘﻠﺒﻴﺔ ( M.I )
💮(3) ﺍﺭﺗﻔﺎﻉ ﺿﻐﻂ ﺍﻟﺪﻡ Hypertension ) )
⭕ﺍﻻﺣﺘﻴﺎﻃﺎﺕ_ﺍﻟﻼﺯﻣﺔ :- 
💮(1) ﻣﺮﺍﻗﺒﺔ E.C.G ﺭﺳﻢ ﺍﻟﻘﻠﺐ
💮‏( 2 ‏) ﻣﺮﺍﻗﺒﺔ ﺿﻐﻂ ﺍﻟﺪﻡ",drugawareness
